settlement_period,gb_time,demand_mw,embedded_wind_mw,transmission_wind_mw,total_wind_mw,solar_mw,nuclear_mw,net_import_mw,residual_before_nuclear_mw,residual_after_nuclear_mw,net_system_short_mw,inertia_gvas,price_p10_gbp_mwh,price_p50_gbp_mwh,price_p90_gbp_mwh,negative_price_probability
1,00:00,20990.0,1355.4180877363235,6755.867295123609,8111.285382859933,0.0,4395.0,5422.327055405454,12878.714617140067,8483.714617140067,3061.387561734613,135.45806306587954,53.10096203465285,71.68728266615068,78.38186836568538,0.0
2,00:30,20635.0,1388.6854395861617,6880.028980914317,8268.714420500479,0.0,4395.0,5330.21757262257,12366.28557949952,7971.285579499521,2641.068006876952,132.02252772692856,47.074107796746176,71.28942503444341,78.52379893695439,0.0
3,01:00,20279.0,1472.0068126790957,6839.520991537043,8311.527804216139,1.4570834113486175,4389.0,4907.45625425648,11966.015112372512,7577.015112372512,2669.558858116032,130.31757692873907,45.85005836444113,70.13667865732073,79.82041148615974,0.0
4,01:30,20043.0,1250.8023479357682,6288.931883900317,7539.734231836085,1.174894713060066,4395.0,5229.983224555512,12502.090873450856,8107.090873450856,2877.107648895344,127.34171038529036,50.06442589237872,71.70752612607515,79.21038236370059,0.0
5,02:00,19616.0,1180.8938431935658,5836.09417644063,7016.988019634196,0.8162652237619954,4396.0,5502.437308299704,12598.195715142045,8202.195715142043,2699.75840684234,127.4374557455802,54.40548846781807,72.77309213421968,79.61288935552564,0.0
6,02:30,19326.0,1177.561050881828,5640.964084523283,6818.525135405112,1.4172334437870022,4401.0,5422.041825792667,12506.0576311511,8105.057631151101,2683.0158053584346,122.6823818039292,52.16869338926633,72.04508885013381,79.4123320671479,0.0
7,03:00,18801.0,1291.4375293793964,5439.593261292819,6731.030790672216,0.2365789508217991,4401.0,4997.2567612475,12069.732630376962,7668.732630376962,2671.475869129462,120.61239888635662,46.59662218950927,69.44331747173536,78.40551764267107,0.0
8,03:30,18513.0,1193.9412596621055,4849.897095903155,6043.83835556526,0.8586633361091126,4405.0,4662.268439966295,12468.30298109863,8063.30298109863,3401.034541132335,121.30655903997616,55.46560516435842,71.74292122336745,79.11925557193118,0.0
9,04:00,18379.0,1205.67595402459,4987.232818748663,6192.908772773253,1.65957646613577,4400.0,4326.404530380344,12184.43165076061,7784.431650760611,3458.0271203802668,121.78538950564794,51.36742482560013,71.39327864161079,79.30878686044424,0.0
10,04:30,18226.0,1203.5765424793994,4547.247921240779,5750.824463720179,1.1722991470466335,4407.0,4005.432001321343,12474.003237132774,8067.003237132774,4061.571235811432,121.93799012947866,56.87100279550091,72.61738008257578,79.71344643150915,0.0
11,05:00,18156.0,1281.0361305299532,4965.770800134951,6246.806930664904,0.4759378628650595,4400.0,3791.760007327696,11908.71713147223,7508.717131472231,3716.957124144535,122.20474346461712,49.04538132909156,70.88165574542947,79.55377601081605,0.0
12,05:30,17921.0,1261.8878512216918,4614.877529405864,5876.765380627556,1.1354375973204087,4404.0,3482.8690308130867,12043.099181775124,7639.099181775124,4156.230150962037,123.91626782587925,57.3582691137709,72.19658013059518,79.0893138680532,0.0
