settlement_period,gb_time,demand_mw,embedded_wind_mw,transmission_wind_mw,total_wind_mw,solar_mw,nuclear_mw,net_import_mw,residual_before_nuclear_mw,residual_after_nuclear_mw,net_system_short_mw,inertia_gvas,price_p10_gbp_mwh,price_p50_gbp_mwh,price_p90_gbp_mwh,negative_price_probability
1,00:00,24044.0,1526.257506033717,6019.2803591737365,7545.537865207453,0.0,3794.0,2287.86379939013,16498.462134792546,12704.462134792546,10416.598335402416,153.74584414346506,73.94388602350129,81.81060837748285,90.11563540469432,0.0
2,00:30,23784.0,1555.9508414220677,5672.860981522461,7228.811822944528,0.0,3797.0,2729.785041464772,16555.188177055472,12758.188177055472,10028.4031355907,152.59336025520923,72.33703606095318,80.10838672066487,87.63204103315412,0.0
3,01:00,23754.0,1571.622296909633,5525.183907213031,7096.806204122664,0.0,3796.0,2669.785608368222,16657.193795877334,12861.193795877334,10191.408187509112,152.53786244863542,73.9835486837958,82.14556183752751,90.43548426599178,0.0
4,01:30,23392.0,1346.7774004257142,5380.454237767059,6727.231638192773,0.1585216527562697,3800.0,3127.1371830418084,16664.60984015447,12864.60984015447,9737.47265711266,150.15268097487922,73.96346765301573,80.87771593255633,88.69506786896403,0.0
5,02:00,22493.0,1134.9910748296622,4963.828905422534,6098.819980252197,1.1727889568262244,3800.0,3496.07148742708,16393.007230790976,12593.007230790976,9096.935743363896,152.81300847948518,74.19673134434582,81.12702479658273,89.35319675335704,0.0
6,02:30,22090.0,1188.3266339292902,4712.827833518636,5901.154467447926,2.92183729881239,3798.0,3098.0271678997306,16185.92369525326,12387.92369525326,9289.89652735353,151.67563362493823,72.18517706650249,79.19036674908922,87.60685779821472,0.0
7,03:00,21666.0,1211.901678159354,4842.199788029831,6054.101466189185,2.433829112097822,3793.0,2668.94720270728,15609.464704698716,11816.464704698716,9147.517501991437,156.15776972232004,69.32706044247148,76.93089258625344,85.07218723153723,0.0
8,03:30,21110.0,1066.48658946163,4703.443777819409,5769.930367281038,0.0,3796.0,2430.604998702087,15340.069632718962,11544.069632718962,9113.464634016877,153.08960314639486,70.40118312306032,77.58679259297516,85.61982154951765,0.0
9,04:00,20895.0,1051.7796163113792,4494.078265812452,5545.857882123831,0.0,3789.0,2802.9207534427223,15349.14211787617,11560.14211787617,8757.221364433448,151.46771455094077,69.5978530692811,77.59445347900672,85.55833934817377,0.0
10,04:30,20729.0,905.5411856643252,3913.464470135176,4819.005655799501,0.0,3787.0,2237.717552655611,15909.9943442005,12122.9943442005,9885.276791544888,157.91319690276086,71.10672660767963,77.69486965679371,86.01319772712827,0.0
11,05:00,20850.0,863.0106957024025,3706.1299218732447,4569.140617575647,0.0,3782.0,1411.81798373608,16280.859382424353,12498.859382424353,11087.041398688272,161.7436158538831,73.62535151503131,79.57498124335774,89.09648387843305,0.0
