delivery_time_utc,actual_price,actual_revision
2026-08-12T01:30:00Z,120.32,initial
2026-08-12T02:00:00Z,118.42,initial
2026-08-12T02:30:00Z,114.73,initial
2026-08-12T03:00:00Z,118.08,initial
2026-08-12T03:30:00Z,117.17,initial
2026-08-12T04:00:00Z,124.28,initial
2026-08-12T04:30:00Z,138.79,initial
2026-08-12T05:00:00Z,133.55,initial
2026-08-12T05:30:00Z,140.41,initial
2026-08-12T06:00:00Z,118.2,initial
2026-08-12T06:30:00Z,133.34,initial
2026-08-12T07:00:00Z,115.54,initial
2026-08-12T07:30:00Z,119.05,initial
2026-08-12T08:00:00Z,130.45,initial
2026-08-12T08:30:00Z,124.56,initial
2026-08-12T09:00:00Z,122.5,initial
2026-08-12T09:30:00Z,122.37,initial
2026-08-12T10:00:00Z,132.41,initial
2026-08-12T10:30:00Z,128.43,initial
2026-08-12T11:00:00Z,126.05,initial
2026-08-12T11:30:00Z,123.42,initial
2026-08-12T12:00:00Z,123.67,initial
2026-08-12T12:30:00Z,119.39,initial
2026-08-12T13:00:00Z,116.55,initial
2026-08-12T13:30:00Z,120.63,initial
2026-08-12T14:00:00Z,128.45,initial
2026-08-12T14:30:00Z,128.75,initial
2026-08-12T15:00:00Z,121.27,initial
2026-08-12T15:30:00Z,103.44,initial
2026-08-12T16:00:00Z,151.06,initial
2026-08-12T16:30:00Z,151.23,initial
2026-08-12T17:00:00Z,203.86,initial
2026-08-12T17:30:00Z,226.26,initial
2026-08-12T18:00:00Z,214.11,initial
2026-08-12T18:30:00Z,203.07,initial
2026-08-12T19:00:00Z,167.8,initial
2026-08-12T19:30:00Z,164.91,initial
2026-08-12T20:00:00Z,146.93,initial
2026-08-12T20:30:00Z,143.84,initial
2026-08-12T21:00:00Z,140.67,initial
2026-08-12T21:30:00Z,136.0,initial
2026-08-12T22:00:00Z,122.41,initial
2026-08-12T22:30:00Z,121.79,initial
2026-08-12T23:00:00Z,125.22,initial
2026-08-12T23:30:00Z,121.68,initial
2026-08-13T00:00:00Z,114.83,initial
2026-08-13T00:30:00Z,116.34,initial
2026-08-13T01:00:00Z,115.93,initial
2026-08-13T01:30:00Z,115.67,initial
2026-08-13T02:00:00Z,116.89,initial
2026-08-13T02:30:00Z,117.16,initial
2026-08-13T03:00:00Z,124.92,initial
2026-08-13T03:30:00Z,127.63,initial
2026-08-13T04:00:00Z,134.69,initial
2026-08-13T04:30:00Z,136.46,initial
2026-08-13T05:00:00Z,144.82,initial
2026-08-13T05:30:00Z,146.34,initial
2026-08-13T06:00:00Z,129.23,initial
2026-08-13T06:30:00Z,132.35,initial
2026-08-13T07:00:00Z,129.17,initial
2026-08-13T07:30:00Z,126.33,initial
2026-08-13T08:00:00Z,128.01,initial
2026-08-13T08:30:00Z,126.81,initial
2026-08-13T09:00:00Z,122.56,initial
2026-08-13T09:30:00Z,117.34,initial
2026-08-13T10:00:00Z,116.69,initial
2026-08-13T10:30:00Z,116.56,initial
2026-08-13T11:00:00Z,114.89,initial
2026-08-13T11:30:00Z,117.78,initial
2026-08-13T12:00:00Z,122.49,initial
2026-08-13T12:30:00Z,135.23,initial
2026-08-13T13:00:00Z,125.16,initial
2026-08-13T13:30:00Z,128.73,initial
2026-08-13T14:00:00Z,142.61,initial
2026-08-13T14:30:00Z,140.52,initial
2026-08-13T15:00:00Z,138.87,initial
2026-08-13T15:30:00Z,137.58,initial
2026-08-13T16:00:00Z,162.14,initial
2026-08-13T16:30:00Z,180.55,initial
2026-08-13T17:00:00Z,209.8,initial
2026-08-13T17:30:00Z,216.15,initial
2026-08-13T18:00:00Z,214.28,initial
2026-08-13T18:30:00Z,217.84,initial
2026-08-13T19:00:00Z,198.45,initial
2026-08-13T19:30:00Z,193.6,initial
2026-08-13T20:00:00Z,167.64,initial
2026-08-13T20:30:00Z,164.14,initial
2026-08-13T21:00:00Z,159.12,initial
2026-08-13T21:30:00Z,148.19,initial
2026-08-13T22:00:00Z,156.16,initial
2026-08-13T22:30:00Z,145.63,initial
