settlement_period,gb_time,demand_mw,embedded_wind_mw,transmission_wind_mw,total_wind_mw,solar_mw,nuclear_mw,net_import_mw,residual_before_nuclear_mw,residual_after_nuclear_mw,net_system_short_mw,inertia_gvas,price_p10_gbp_mwh,price_p50_gbp_mwh,price_p90_gbp_mwh,negative_price_probability
1,00:00,22284.0,1424.06087353177,7242.813869208701,8666.87474274047,0.0,4626.0,3661.82421515263,13617.12525725953,8991.12525725953,5329.301042106899,149.6356556435977,72.20348178484315,82.42763005295066,87.70095289463117,0.0
2,00:30,21564.0,1337.5745389815966,7121.933236209446,8459.507775191043,0.0,4633.0,3465.9535977811342,13104.492224808955,8471.492224808957,5005.538627027823,144.49311479001966,64.24886459929564,78.73864000792636,85.17581765164411,0.0
3,01:00,21312.0,1414.7137391109025,7386.129615866247,8800.843354977149,2.7000949605257025,4636.0,3444.155693572721,12508.456550062325,7872.456550062325,4428.3008564896045,143.96524388344048,61.18834240039799,79.32164011553591,85.38035076785863,0.0
4,01:30,21036.0,1588.687404089439,7629.423009338334,9218.110413427774,1.1569214790552316,4704.0,3367.745693486871,11816.73266509317,7112.73266509317,3744.986971606299,135.7817882886034,51.96446773123212,77.87480044795555,84.92318192065848,0.0
5,02:00,20716.0,1672.3268914519565,8274.138825580134,9946.46571703209,1.0053280993036935,4720.0,3166.884643076719,10768.528954868609,6048.528954868607,2881.644311791888,130.9691867239239,46.80182222503715,76.40046298616804,83.8652096105798,0.0
6,02:30,20362.0,1499.855092656376,7220.777655777822,8720.632748434198,1.2464851365502143,4717.0,2997.3993494150272,11640.120766429252,6923.120766429252,3925.721417014225,131.98917894588146,51.46031772392344,76.55452631249298,83.46269073727564,0.0
7,03:00,20079.0,1546.624571112423,6782.154100210537,8328.77867132296,1.212102275350663,4714.0,2789.0054486651634,11749.00922640169,7035.009226401689,4246.003777736526,141.61247987424866,51.96703825039535,75.26294565987314,81.82618373116358,0.0
8,03:30,19995.0,1360.890565207803,6485.9651720250085,7846.855737232812,0.0,4711.0,2802.8852203644465,12148.144262767188,7437.144262767188,4634.259042402741,144.45059442840574,58.53095095256933,77.46992465830954,83.30726679187113,0.0
9,04:00,19634.0,1239.0148913391242,6059.861970201706,7298.87686154083,0.0,4712.0,2460.010053681323,12335.12313845917,7623.12313845917,5163.113084777848,144.770040840019,61.18728179355577,76.72112147239488,82.46505614833383,0.0
10,04:30,19617.0,1307.9363774983274,5959.977987876726,7267.914365375053,0.0,4706.0,2051.0114086317426,12349.085634624946,7643.085634624946,5592.074225993203,141.7091671538608,62.06576198762603,76.45869154699739,81.69202032761137,0.0
11,05:00,19633.0,1398.8584807948653,6163.03245943549,7561.890940230355,0.1707492861780017,4707.0,1611.673151233483,12070.938310483469,7363.938310483467,5752.265159249984,145.83635494649135,60.46060377772245,76.84674553891372,83.00126561923747,0.0
12,05:30,19822.0,1237.403489417762,6015.640860191619,7253.044349609381,0.0,4710.0,1685.0900235938143,12568.95565039062,7858.955650390619,6173.8656267968045,151.52162244981577,68.80402081677252,79.32417710268453,85.695528311488,0.0
13,06:00,21003.0,1214.0553398147508,5901.586600372419,7115.64194018717,7.257387093502332,4711.0,1509.488442796543,13880.100672719327,9169.100672719327,7659.612229922784,168.3313322689655,74.32710246854026,82.92312229489602,89.49791981025031,0.0
14,06:30,22264.0,1186.6548264663425,5158.5975675182135,6345.252393984556,29.850882534980904,4707.0,1642.2863545630162,15888.896723480462,11181.896723480462,9539.610368917443,176.19816634199424,86.30856294014205,94.48925109384577,101.9970595626955,0.0
15,07:00,24345.0,1190.099572049798,5322.2352916894415,6512.334863739239,167.8117155297717,4712.0,1924.5782739698088,17664.85342073099,12952.85342073099,11028.275146761182,179.85591152510543,92.82905727293505,99.42513525522804,109.7478548819372,0.0
16,07:30,25329.0,1158.0745607144786,4985.822038767506,6143.896599481985,721.5463789692386,4707.0,3015.0963144302527,18463.55702154877,13756.557021548777,10741.460707118522,179.92356667060247,92.61539893060475,98.63866448594558,108.86030800377183,0.0
17,08:00,26672.0,1203.5306128475406,5204.842152234709,6408.372765082249,1152.5288222913357,4710.0,3228.3058580917154,19111.098412626416,14401.098412626416,11172.7925545347,178.64790209963527,88.00209774824259,94.28143839169758,102.9317005625126,0.0
18,08:30,26455.0,1239.1002978881727,5759.26144796778,6998.361745855952,1502.6880792443856,4702.0,3711.883164687012,17953.950174899663,13251.950174899664,9540.067010212651,178.62335253936524,86.53977459343517,92.61558120566744,101.04127793504202,0.0
19,09:00,26283.0,1475.397028278437,6477.533827678895,7952.930855957332,2010.1142516386296,4706.0,4501.858021993165,16319.95489240404,11613.95489240404,7112.0968704108745,171.96266594136625,82.06229563749127,88.4570857584475,95.794663294024,0.0
20,09:30,25645.0,1591.1346882693056,5566.687895870682,7157.822584139987,2616.6213257035406,4707.0,4284.109869183442,15870.556090156471,11163.556090156471,6879.446220973029,168.43015347241266,79.04202228819513,85.11821891843024,91.2371688728994,0.0
21,10:00,24758.0,1677.5533169133485,5897.531332498099,7575.084649411448,3023.8829204143817,4714.0,4412.003160259967,14159.032430174171,9445.032430174171,5033.029269914204,171.77597006893893,74.10367164006519,82.32331539063483,87.25808266108322,0.0
22,10:30,24125.0,1712.332139175614,5792.737243689605,7505.069382865218,3066.9489931960666,4712.0,4794.036993712534,13552.981623938716,8840.981623938715,4046.944630226181,170.4456214364783,69.39645406875078,79.35774315089819,84.39660767261186,0.0
23,11:00,24046.0,1847.0873169116217,5386.842049074551,7233.929365986172,3618.269191580901,4708.0,4533.973049009398,13193.801442432929,8485.801442432927,3951.8283934235287,171.45391008962284,73.3313818333825,81.6463293530692,86.30452115262555,0.0
24,11:30,23031.0,1752.9122240065185,5462.077610580916,7214.9898345874335,3728.873239479906,4717.0,4835.351214945776,12087.13692593266,7370.13692593266,2534.7857109868846,163.94617480248277,68.13703800616206,79.6593964074913,84.25569544277936,0.0
25,12:00,22883.0,1813.2285874802917,5805.804350295089,7619.03293777538,4204.194059476982,4713.0,4820.628048617679,11059.77300274764,6346.773002747639,1526.1449541299598,159.83693289758742,48.04279340943887,76.98297083440518,82.000287084746,0.0
26,12:30,22637.0,1893.165391595719,5845.519242480206,7738.684634075926,4096.854025919216,4715.0,4670.865709877388,10801.461340004858,6086.461340004858,1415.59563012747,168.20256337935615,44.57817667352032,81.93072998400712,88.55717078123047,0.0
27,13:00,22323.0,2056.9209920539565,5299.337644317327,7356.2586363712835,4371.045267240515,4711.0,5300.575715189315,10595.6960963882,5884.696096388201,584.1203811988862,172.61453559413255,42.75242927935656,77.4491744853264,85.35836409693249,0.0
28,13:30,22248.0,1856.1068496003013,6342.438797136688,8198.54564673699,4495.9136397124885,4711.0,5564.8389145243455,9553.540713550525,4842.540713550523,-722.2982009738225,174.60288351707223,34.92547964267567,78.70725900969916,85.36932708705959,0.0
29,14:00,22165.0,1940.2732543915656,5699.835120150287,7640.108374541853,4757.5130260980695,4718.0,5316.179034227918,9767.378599360078,5049.378599360078,-266.8004348678405,174.89182216993177,36.27502781112612,82.00180673904873,87.33313256114067,0.0
30,14:30,22022.0,1925.374783020452,4951.754385975011,6877.129168995463,4808.23162196496,4722.0,5277.153381336632,10336.639209039577,5614.639209039577,337.48582770294433,176.71846613343516,40.369435123001786,80.60682314998078,87.53847153974947,0.0
31,15:00,22029.0,1800.3654888798042,4934.869473338651,6735.234962218456,4263.945090976249,4716.0,4905.402282360945,11029.819946805295,6313.819946805295,1408.4176644443503,180.4369184792086,50.97279929302741,85.60137038753544,92.87985216855654,0.0
32,15:30,22801.0,1808.555838321149,5238.86960690065,7047.425445221799,4427.264866148158,4721.0,4624.919189471598,11326.309688630045,6605.309688630043,1980.390499158445,187.08004271653283,63.80177194375909,85.43605879761431,92.44364368333072,0.0
33,16:00,23575.0,1696.01147148038,5099.0129947545465,6795.024466234927,3925.9122930847366,4726.0,4564.170693101768,12854.063240680336,8128.063240680336,3563.892547578568,190.9167406689609,71.4663913164322,87.72205500658768,95.1162045347345,0.0
34,16:30,24751.0,1709.3332466391655,5276.170439228999,6985.503685868165,3088.1996136187263,4728.0,4266.572945935461,14677.296700513109,9949.296700513109,5682.723754577648,197.1358321543334,84.07356016644768,91.74722716682982,101.07419260636156,0.0
35,17:00,25960.0,1643.3741943992522,5193.27820901754,6836.652403416792,2633.7168114004344,4721.0,4264.912611988614,16489.630785182773,11768.630785182771,7503.718173194159,205.18123537322236,88.50789649554426,98.16522473085924,108.82593795993068,0.0
36,17:30,27194.0,1592.8781291200107,5420.233480974815,7013.111610094826,1827.520902801672,4726.0,4266.655610275023,18353.367487103504,13627.367487103504,9360.711876828482,203.545613981063,94.51656418033214,104.8937519952224,114.91117642562465,0.0
37,18:00,27750.0,1628.108363776836,5470.436040550382,7098.544404327218,890.4929838557317,4717.0,4196.416037918834,19760.96261181705,15043.962611817047,10847.546573898217,203.3212318891101,98.82042422011936,109.0168947068332,117.52140268844737,0.0
38,18:30,28978.0,1495.0445013769868,5267.994786442387,6763.039287819373,571.9761618482678,4722.0,3336.9992155948994,21642.98455033236,16920.98455033236,13583.98533473746,207.26435034530053,103.38472734974935,113.13095957599673,123.7020736591135,0.0
39,19:00,29627.0,1366.6020169333733,5005.115960154538,6371.717977087911,395.7170204425043,4721.0,2598.2829311898886,22859.565002469582,18138.565002469582,15540.282071279697,210.4785260160524,109.00444309424486,117.09695261050248,131.06602325644212,0.0
40,19:30,29850.0,1359.1460190672933,5920.655732106442,7279.801751173735,112.92738938033273,4714.0,2698.077720583497,22457.270859445933,17743.270859445933,15045.193138862436,209.07591698824544,103.90215997188314,113.1595546231035,126.6703160160613,0.0
41,20:00,29847.0,1431.5291666910164,6651.263342363629,8082.792509054645,0.0,4711.0,3149.295679096175,21764.207490945355,17053.207490945355,13903.91181184918,203.1992756257513,98.62288412559748,106.6677325637194,113.63083683049204,0.0
42,20:30,29144.0,1464.2654010500369,6881.278795256601,8345.544196306639,0.0,4714.0,2759.659080779473,20798.45580369336,16084.45580369336,13324.796722913889,198.9620375347816,92.2466707859426,99.72400478558588,105.52384423106426,0.0
43,21:00,28087.0,1527.8656921286238,7726.914566665433,9254.780258794057,0.0,4719.0,2689.825442389494,18832.219741205943,14113.219741205943,11423.394298816447,188.06226368867436,81.06394660973923,88.75496388299203,94.03588559552811,0.0
44,21:30,26961.0,1642.8920487860184,7828.648263551552,9471.54031233757,0.0,4723.0,3032.476704767614,17489.459687662427,12766.459687662427,9733.982982894811,180.74841650720708,76.16317455106861,82.20440500159285,90.13109218167682,0.0
45,22:00,26062.0,1745.529360567824,8491.537089979145,10237.066450546969,0.0,4717.0,2923.0982302148823,15824.933549453031,11107.933549453031,8184.835319238149,173.57949597336395,72.43968191597881,80.6263797898655,88.26038552066227,0.0
46,22:30,24798.0,1746.6004380799257,8495.695574323576,10242.296012403502,0.0,4718.0,2925.383913232595,14555.703987596498,9837.703987596498,6912.320074363903,162.74339159110494,63.388762375452345,78.14554993909805,84.19220462019489,0.0
47,23:00,23775.0,1724.272017728087,8928.566094236501,10652.838111964587,0.0,4717.0,3057.8106521351306,13122.161888035413,8405.161888035413,5347.351235900282,155.78823747997933,58.037549486218296,76.25931846814714,81.58617725971921,0.0
48,23:30,22861.0,1949.39608483258,9674.488283213075,11623.884368045656,0.0,4722.0,3059.625188688496,11237.115631954344,6515.115631954344,3455.490443265848,141.05976254041786,39.13659309328243,68.1466404826464,79.52994215548259,0.0
